Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Angular Velocity x, Angular Velocity y, Angular Velocity z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering
0.807796, -1.289738, 0.1222495, -32.728, -0.001463254, 0.06975612, 0.0001190698, 0.03657108, 1.869489E-05, -0.005558263, 0.0003328209, -0.1654195, 0.002924927, 0.07627241, 0, -0.02546506
0.823891, -1.289764, 0.1194915, -32.72815, -0.001180131, 0.06975628, 9.568547E-05, 0.02963161, 1.575848E-05, -0.004708732, 0.0002448848, -0.1898541, 0.002262784, 0.07765877, 0, -0.0254618
0.8401677, -1.289786, 0.1163984, -32.72828, -0.0009375173, 0.06975643, 7.431427E-05, 0.02239119, 1.175115E-05, -0.003788403, 0.0001600253, -0.2043303, 0.001612863, 0.06379464, 0, -0.02546404
0.8580591, -1.289807, 0.1127425, -32.7284, -0.0007353286, 0.06975654, 5.447945E-05, 0.02239119, 1.175115E-05, -0.003788403, 0.0001600253, -0.2043303, 0.001612863, 0.08043166, 0, -0.02546192
0.8735878, -1.289822, 0.1094945, -32.72847, -0.0006100651, 0.06975662, 4.031786E-05, 0.01504886, 7.696277E-06, -0.002824428, 8.269829E-05, -0.2098404, 0.001010092, 0.07719658, 0, -0.02546458
0.8901312, -1.289834, 0.1060469, -32.72852, -0.0005212313, 0.06975667, 2.809977E-05, 0.007801401, 3.290477E-06, -0.001841797, 1.575262E-05, -0.2074754, 0.0004786823, 0.06402563, 0, -0.02546286
0.9069393, -1.289842, 0.1026223, -32.72854, -0.0004791002, 0.06975669, 1.891957E-05, 0.0008342587, -9.871021E-07, -0.0008671428, -3.941376E-05, -0.1984372, 3.144008E-05, 0.07881413, 0, -0.02546456
0.9235444, -1.289847, 0.09937845, -32.72854, -0.000483325, 0.06975667, 1.308036E-05, -0.00568244, -5.047436E-06, 7.462921E-05, -8.328838E-05, -0.1839645, -0.0003328598, 0.07858312, 0, -0.02546194
0.9402367, -1.289848, 0.09630936, -32.72851, -0.0005320418, 0.06975664, 1.049593E-05, -0.01712091, -9.12731E-06, 0.001740868, -0.0002230571, -0.1771409, -0.0009308493, 0.0624081, 0, -0.02546605
0.956926, -1.289842, 0.09335321, -32.72843, -0.0006755741, 0.06975655, 1.502131E-05, -0.01712091, -9.12731E-06, 0.001740868, -0.0002230571, -0.1771409, -0.0009308493, 0.07627241, 0, -0.02546192
0.9736968, -1.289833, 0.09021745, -32.72834, -0.0008176285, 0.06975645, 2.003885E-05, -0.01679856, -1.229071E-05, 0.00178709, -8.97516E-05, -0.1891937, -0.0008858871, 0.07788994, 0, -0.02546195
0.9906685, -1.289822, 0.08723882, -32.72824, -0.0009825664, 0.06975634, 2.720621E-05, -0.02082656, -1.285443E-05, 0.002441487, -0.000161996, -0.1674378, -0.001036822, 0.06310146, 0, -0.02546064
1.007021, -1.28981, 0.08468266, -32.72814, -0.001166403, 0.06975619, 3.648941E-05, -0.02437582, -1.508333E-05, 0.00304619, -0.0001745728, -0.1415818, -0.001138192, 0.07534805, 0, -0.02546195
1.023697, -1.289794, 0.08242198, -32.72801, -0.001375971, 0.06975605, 4.820845E-05, -0.02707397, -1.589162E-05, 0.003538247, -0.0001778838, -0.1145315, -0.001190746, 0.07812095, 0, -0.02546246
1.040307, -1.289776, 0.08052829, -32.72787, -0.001602608, 0.06975588, 6.187455E-05, -0.02888417, -1.604931E-05, 0.003908223, -0.0001760281, -0.08749238, -0.001205737, 0.06356346, 0, -0.02546328
1.057115, -1.289756, 0.07905829, -32.72772, -0.001847054, 0.0697557, 7.77056E-05, -0.02888417, -1.604931E-05, 0.003908223, -0.0001760281, -0.08749238, -0.001205737, 0.06310146, 0, -0.0254625
1.074767, -1.289734, 0.07789927, -32.72755, -0.002110776, 0.06975552, 9.564835E-05, -0.029818, -1.545464E-05, 0.004152201, -0.0001707577, -0.06144668, -0.001193552, 0.07858312, 0, -0.0254618
1.096051, -1.289706, 0.0769819, -32.72736, -0.00243126, 0.06975529, 0.0001184878, -0.02991679, -1.418135E-05, 0.004270896, -0.0001630132, -0.0371877, -0.001161348, 0.06310146, 0, -0.02546341
1.111231, -1.289686, 0.07666349, -32.72722, -0.002656267, 0.06975513, 0.0001352497, -0.02924321, -1.263493E-05, 0.004270991, -0.0001533968, -0.01534784, -0.001113576, 0.06356346, 0, -0.02546255
1.12361, -1.289669, 0.07654404, -32.72711, -0.002836543, 0.06975501, 0.0001489913, -0.02806617, -1.071928E-05, 0.00418701, -0.0001447771, 0.004001722, -0.001060133, 0.07765877, 0, -0.0254635
1.141253, -1.289646, 0.07663634, -32.72696, -0.003085076, 0.06975484, 0.0001685357, -0.0264359, -8.555799E-06, 0.004024112, -0.0001351198, 0.02047862, -0.00100026, 0.06795389, 0, -0.02545984
1.164373, -1.289617, 0.07716971, -32.72676, -0.003388702, 0.06975465, 0.0001934167, -0.02440323, -6.101725E-06, 0.003787294, -0.0001241433, 0.03385229, -0.0009325993, 0.07788994, 0, -0.02546171
1.177084, -1.289602, 0.07760067, -32.72667, -0.003545107, 0.06975456, 0.0002066099, -0.02440323, -6.101725E-06, 0.003787294, -0.0001241433, 0.03385229, -0.0009325993, 0.07719658, 0, -0.02546518
1.191798, -1.289585, 0.07822119, -32.72657, -0.003711664, 0.06975447, 0.0002210692, -0.0219648, -3.997515E-06, 0.003478851, -0.0001109638, 0.04415968, -0.0008534234, 0.07396169, 0, -0.02546424
1.208097, -1.289568, 0.07900181, -32.72646, -0.00388069, 0.06975438, 0.0002361258, -0.01913757, -1.533295E-06, 0.003098026, -9.486772E-05, 0.05155298, -0.0007588042, 0.06356346, 0, -0.02546189
1.223873, -1.289553, 0.07983364, -32.72637, -0.004026897, 0.06975432, 0.0002495435, -0.01602191, 1.023016E-06, 0.002658094, -7.672861E-05, 0.0561213, -0.0006496923, 0.06934025, 0, -0.02546233
1.240257, -1.289539, 0.08075445, -32.72628, -0.004158925, 0.06975427, 0.0002620786, -0.01271958, 3.333335E-06, 0.002175052, -5.687447E-05, 0.0580553, -0.0005276676, 0.07627241, 0, -0.02546162
1.257045, -1.289527, 0.08172964, -32.72622, -0.004266698, 0.06975425, 0.0002728433, -0.01271958, 3.333335E-06, 0.002175052, -5.687447E-05, 0.0580553, -0.0005276676, 0.06333245, 0, -0.02546396
1.274049, -1.289517, 0.082711, -32.72617, -0.004351864, 0.06975425, 0.000281833, -0.009329341, 5.353746E-06, 0.001664766, -3.572743E-05, 0.05760805, -0.0003951351, 0.06679853, 0, -0.02546219
1.290367, -1.289508, 0.0837277, -32.72612, -0.00443792, 0.06975427, 0.0002904249, -0.01109137, 7.754496E-06, 0.001856019, -9.591365E-05, 0.06494839, -0.000484475, 0.07742777, 0, -0.02546195
1.30707, -1.2895, 0.08478905, -32.72607, -0.004522254, 0.0697543, 0.0002986047, -0.008525115, 7.312201E-06, 0.001443537, -3.643398E-05, 0.06154712, -0.00037757, 0.06448781, 0, -0.02546506
1.32376, -1.289492, 0.08579583, -32.72603, -0.004588897, 0.06975433, 0.0003051826, -0.005802149, 8.525607E-06, 0.0009991034, -1.537656E-05, 0.05602051, -0.0002599922, 0.06541217, 0, -0.02546188
1.341341, -1.289487, 0.08677193, -32.726, -0.004638582, 0.06975438, 0.0003102171, -0.003135032, 8.942205E-06, 0.0005591582, 4.248823E-06, 0.04911564, -0.000140404, 0.07696559, 0, -0.02546142
1.357045, -1.289484, 0.08754336, -32.72598, -0.004663451, 0.06975444, 0.0003128797, -0.003135032, 8.942205E-06, 0.0005591582, 4.248823E-06, 0.04911564, -0.000140404, 0.06171492, 0, -0.02546197
1.379405, -1.289478, 0.08870301, -32.72594, -0.004730062, 0.06975453, 0.0003181256, -0.006334122, 1.088278E-05, 0.0009330465, -7.616796E-05, 0.05225965, -0.0003015528, 0.07465487, 0, -0.025461
1.395381, -1.289475, 0.08941974, -32.72592, -0.004768095, 0.06975458, 0.0003206859, -0.004664769, 7.491456E-06, 0.0006409364, -1.128305E-05, 0.04455961, -0.000222526, 0.07719658, 0, -0.02546195
1.407018, -1.289473, 0.08987811, -32.72591, -0.004789264, 0.06975462, 0.0003218815, -0.002925126, 7.240723E-06, 0.0003388646, 4.149566E-06, 0.03596525, -0.0001388662, 0.06379464, 0, -0.02546494
1.423877, -1.289471, 0.09045027, -32.7259, -0.004810798, 0.06975468, 0.000322686, -0.001259926, 6.259076E-06, 5.409908E-05, 1.751859E-05, 0.02710496, -5.808142E-05, 0.06448781, 0, -0.02546701
1.447875, -1.289471, 0.09103181, -32.72589, -0.004819763, 0.06975473, 0.0003216849, 0.0002923575, 4.980709E-06, -0.0002057853, 2.934404E-05, 0.01834713, 1.841144E-05, 0.07627241, 0, -0.02546063
1.46211, -1.289472, 0.09127533, -32.72589, -0.004816088, 0.06975479, 0.0003202302, 0.001702786, 3.711229E-06, -0.0004366899, 3.949482E-05, 0.009994373, 8.87841E-05, 0.06425682, 0, -0.02546233
1.473791, -1.289473, 0.091392, -32.7259, -0.004805992, 0.06975481, 0.0003183793, 0.001702786, 3.711229E-06, -0.0004366899, 3.949482E-05, 0.009994373, 8.87841E-05, 0.06587417, 0, -0.02546153
1.490481, -1.289475, 0.09147805, -32.72591, -0.004784971, 0.06975485, 0.0003151585, 0.002949614, 2.284268E-06, -0.0006341449, 4.77301E-05, 0.002303258, 0.0001512694, 0.07858312, 0, -0.02546111
1.507156, -1.289479, 0.0914675, -32.72593, -0.004756256, 0.06975488, 0.0003113, 0.004007273, 5.710317E-07, -0.0007921472, 5.362486E-05, -0.004510343, 0.0002039801, 0.06518099, 0, -0.02546308
1.523751, -1.289482, 0.09137113, -32.72595, -0.004721124, 0.06975491, 0.0003069606, 0.004804444, -8.366087E-07, -0.00090276, 5.621587E-05, -0.0101828, 0.0002429022, 0.06263927, 0, -0.02546204
1.540472, -1.289487, 0.09119861, -32.72598, -0.004680388, 0.06975491, 0.0003022265, 0.00539608, -2.240488E-06, -0.0009735619, 5.731669E-05, -0.01458955, 0.0002707343, 0.07719658, 0, -0.02546023
1.557237, -1.289492, 0.09095366, -32.72601, -0.004634701, 0.06975493, 0.0002972406, 0.00539608, -2.240488E-06, -0.0009735619, 5.731669E-05, -0.01458955, 0.0002707343, 0.06749171, 0, -0.02546195
1.573776, -1.289496, 0.09066823, -32.72603, -0.004586879, 0.06975493, 0.0002922674, 0.005792394, -3.203227E-06, -0.001009218, 5.670736E-05, -0.0177722, 0.0002882048, 0.06310146, 0, -0.0254613
1.590543, -1.289501, 0.09034842, -32.72606, -0.004536726, 0.06975491, 0.0002872731, 0.006005802, -3.945722E-06, -0.001012971, 5.462586E-05, -0.01980616, 0.0002961216, 0.07765877, 0, -0.02546273
1.607273, -1.289506, 0.09000954, -32.72609, -0.004485854, 0.06975491, 0.0002824264, 0.006053159, -4.556344E-06, -0.000988088, 5.131024E-05, -0.02079229, 0.0002955777, 0.07165097, 0, -0.02546195
1.623917, -1.289511, 0.08966294, -32.72611, -0.004435235, 0.06975489, 0.000277818, 0.005951629, -4.790964E-06, -0.000939814, 4.70701E-05, -0.02086285, 0.0002877275, 0.06471881, 0, -0.02546197
1.640603, -1.289516, 0.0893148, -32.72614, -0.00438523, 0.06975488, 0.0002734749, 0.005720953, -4.797693E-06, -0.0008726027, 4.217265E-05, -0.02015278, 0.0002738148, 0.06471881, 0, -0.02546274
1.65749, -1.28952, 0.08897436, -32.72618, -0.004336531, 0.06975485, 0.0002694947, 0.005720953, -4.797693E-06, -0.0008726027, 4.217265E-05, -0.02015278, 0.0002738148, 0.07696559, 0, -0.02546313
1.673909, -1.289524, 0.0886618, -32.7262, -0.004291571, 0.06975482, 0.0002660355, 0.005381868, -4.76191E-06, -0.0007896788, 3.681472E-05, -0.01881565, 0.000255073, 0.06425682, 0, -0.02546224
1.690522, -1.289528, 0.08836807, -32.72623, -0.004248797, 0.0697548, 0.0002629457, 0.004953725, -4.46173E-06, -0.0006958324, 3.122003E-05, -0.01699366, 0.0002325935, 0.06333245, 0, -0.02546288
1.707225, -1.289531, 0.08809958, -32.72626, -0.004208934, 0.06975479, 0.0002602696, 0.004457912, -3.92627E-06, -0.0005959028, 2.564182E-05, -0.01483577, 0.0002074905, 0.07742777, 0, -0.02546191
1.723806, -1.289534, 0.08786245, -32.72628, -0.004172772, 0.06975476, 0.0002580429, 0.003912725, -3.373932E-06, -0.0004926361, 2.016728E-05, -0.0124656, 0.000180643, 0.06564318, 0, -0.02546356
1.740808, -1.289537, 0.08764415, -32.7263, -0.004137422, 0.06975475, 0.0002560659, 0.008514129, -4.088008E-06, -0.001110095, 0.000103703, -0.01999703, 0.000405643, 0.06448781, 0, -0.025462
1.757298, -1.289542, 0.08731397, -32.72634, -0.004066756, 0.06975473, 0.0002518328, 0.008514129, -4.088008E-06, -0.001110095, 0.000103703, -0.01999703, 0.000405643, 0.07719658, 0, -0.02546322
1.773965, -1.289547, 0.08700484, -32.72639, -0.003994375, 0.06975473, 0.0002475644, 0.008650929, -1.451655E-06, -0.00111806, 5.739044E-05, -0.01823588, 0.0004100019, 0.06587417, 0, -0.02546352
1.797959, -1.289555, 0.08661257, -32.72645, -0.003892049, 0.06975474, 0.0002416671, 0.00841514, -1.269163E-06, -0.001074332, 5.084725E-05, -0.01568206, 0.0003940058, 0.07557923, 0, -0.02546478
1.807253, -1.289558, 0.08648667, -32.72647, -0.003854147, 0.06975474, 0.000239531, 0.008017117, -3.999166E-07, -0.001014319, 4.586974E-05, -0.01292004, 0.0003720468, 0.07581022, 0, -0.02546347
1.824435, -1.289563, 0.08627686, -32.72651, -0.003786013, 0.06975476, 0.0002357239, 0.007489059, 2.323359E-07, -0.000940662, 4.074946E-05, -0.01010305, 0.0003451239, 0.07673458, 0, -0.02546343
1.840596, -1.289568, 0.08611494, -32.72655, -0.003725306, 0.06975479, 0.0002323742, 0.006855407, 9.423693E-07, -0.0008574777, 3.554038E-05, -0.007346094, 0.0003141428, 0.06471881, 0, -0.02546191
1.857284, -1.289572, 0.08599202, -32.72658, -0.003667745, 0.06975481, 0.0002292265, 0.006855407, 9.423693E-07, -0.0008574777, 3.554038E-05, -0.007346094, 0.0003141428, 0.07765877, 0, -0.02546195
1.874999, -1.289577, 0.08590069, -32.72662, -0.003612025, 0.06975482, 0.0002262033, 0.006141932, 1.214128E-06, -0.0007650885, 3.025719E-05, -0.004739866, 0.0002801589, 0.07788994, 0, -0.02546211
1.890598, -1.28958, 0.085852, -32.72664, -0.003567857, 0.06975484, 0.000223814, 0.005385063, 1.681856E-06, -0.0006702035, 2.529394E-05, -0.002335981, 0.0002447625, 0.06448781, 0, -0.02546195
1.913999, -1.289585, 0.08582711, -32.72668, -0.00350996, 0.06975487, 0.0002206646, 0.004603485, 2.195567E-06, -0.0005757969, 2.060049E-05, -0.0001865774, 0.0002086533, 0.07835194, 0, -0.02546578
1.926088, -1.289587, 0.08583593, -32.7267, -0.003484377, 0.06975488, 0.0002192559, 0.003814556, 2.195835E-06, -0.0004804294, 1.607426E-05, 0.001657173, 0.0001724752, 0.06541217, 0, -0.02546752
1.940579, -1.289589, 0.08586065, -32.72671, -0.003456793, 0.06975491, 0.0002177224, 0.003032924, 2.363997E-06, -0.0003875112, 1.18322E-05, 0.003169835, 0.0001367848, 0.06287028, 0, -0.02546196
1.957268, -1.289591, 0.08591345, -32.72672, -0.00343132, 0.06975493, 0.0002162624, 0.003032924, 2.363997E-06, -0.0003875112, 1.18322E-05, 0.003169835, 0.0001367848, 0.07696559, 0, -0.02546263
1.974, -1.289592, 0.08598284, -32.72673, -0.00341115, 0.06975496, 0.0002150515, 0.002270962, 2.428642E-06, -0.0002979871, 7.901104E-06, 0.004336998, 0.0001020629, 0.07835194, 0, -0.02546126
1.99063, -1.289594, 0.08606389, -32.72675, -0.003396115, 0.06975498, 0.0002140862, 0.001527256, 2.300596E-06, -0.0002101997, 4.033933E-06, 0.005186737, 6.810268E-05, 0.0619461, 0, -0.02546778
2.007421, -1.289595, 0.08615503, -32.72675, -0.003385879, 0.069755, 0.0002133496, 0.0008090975, 2.131053E-06, -0.0001248734, 3.466571E-07, 0.00574173, 3.520613E-05, 0.07673458, 0, -0.02546381
2.024148, -1.289595, 0.08625223, -32.72676, -0.003380474, 0.06975503, 0.00021285, 0.0001300545, 1.893441E-06, -4.339162E-05, -3.018819E-06, 0.00601238, 3.994115E-06, 0.0765034, 0, -0.0254619
2.040748, -1.289596, 0.08635191, -32.72676, -0.003379609, 0.06975504, 0.0002125787, -0.0005000153, 1.649531E-06, 3.291501E-05, -6.045074E-06, 0.006024703, -2.507792E-05, 0.06263927, 0, -0.02546285
2.057516, -1.289596, 0.08645306, -32.72675, -0.003383807, 0.06975506, 0.0002125611, -0.0005000153, 1.649531E-06, 3.291501E-05, -6.045074E-06, 0.006024703, -2.507792E-05, 0.06333245, 0, -0.02546233
2.074052, -1.289595, 0.08654964, -32.72675, -0.003391993, 0.06975506, 0.0002127584, -0.001071821, 1.315284E-06, 0.0001034411, -8.712392E-06, 0.005805254, -5.156786E-05, 0.07719658, 0, -0.02546193
2.090805, -1.289594, 0.08664248, -32.72674, -0.003403765, 0.06975507, 0.0002131527, -0.001577317, 8.867573E-07, 0.0001677797, -1.100643E-05, 0.005393073, -7.50765E-05, 0.06448781, 0, -0.02545717
2.107322, -1.289594, 0.08672744, -32.72673, -0.003418463, 0.06975506, 0.0002137238, -0.002012335, 5.213888E-07, 0.000224878, -1.291468E-05, 0.0048237, -9.537689E-05, 0.06287028, 0, -0.02546108
2.131539, -1.289592, 0.08683642, -32.72672, -0.00344505, 0.06975506, 0.0002148842, -0.002373033, 5.179072E-08, 0.0002750164, -1.445798E-05, 0.004137456, -0.000112255, 0.07742777, 0, -0.02546162
2.145512, -1.28959, 0.0868901, -32.72671, -0.003462513, 0.06975506, 0.0002157027, -0.00265847, -1.629273E-07, 0.0003161404, -1.556152E-05, 0.003374621, -0.0001256273, 0.06402563, 0, -0.02546195
2.158992, -1.289589, 0.08693565, -32.7267, -0.003480535, 0.06975506, 0.0002165783, -0.00265847, -1.629273E-07, 0.0003161404, -1.556152E-05, 0.003374621, -0.0001256273, 0.06448781, 0, -0.02546195
2.173978, -1.289588, 0.08697514, -32.72668, -0.003502051, 0.06975505, 0.0002176843, -0.002867843, -5.957686E-07, 0.0003498402, -1.631025E-05, 0.00257127, -0.0001354325, 0.07858312, 0, -0.02546202
2.190798, -1.289586, 0.08700991, -32.72667, -0.003527034, 0.06975503, 0.0002190197, -0.002999296, -8.35837E-07, 0.000374383, -1.6607E-05, 0.001771748, -0.0001415501, 0.06841607, 0, -0.02546174
2.20746, -1.289584, 0.08703389, -32.72666, -0.00355238, 0.06975503, 0.0002204311, -0.003052517, -1.048852E-06, 0.00038956, -1.645337E-05, 0.001012132, -0.0001439525, 0.06518099, 0, -0.02546195
2.224014, -1.289582, 0.08704796, -32.72664, -0.003577769, 0.06975502, 0.0002219014, -0.003032935, -1.268195E-06, 0.0003961973, -1.59596E-05, 0.0003146082, -0.0001428972, 0.07534805, 0, -0.02546201
2.240696, -1.28958, 0.08705295, -32.72663, -0.003603206, 0.069755, 0.0002234342, -0.002947693, -1.206385E-06, 0.0003931725, -1.507782E-05, -0.0003041327, -0.0001387232, 0.07488587, 0, -0.02546195
