Velocity y,Velocity x,Rotation, Angular Velocity y,Steering transferred,Steering
0.024593572,12.82461952,-0.287268225,0.124278884,0.187642382,0.307174879
0.027568413,12.81809969,-0.274888287,0.124033897,0.188056358,0.307852566
0.028224936,12.82562134,-0.262436227,0.124694841,0.187181689,0.306420714
0.027681359,12.86015896,-0.249980203,0.124354665,0.185894641,0.304313786
0.026029307,12.89474054,-0.237611885,0.122775727,0.175875361,0.287911995
0.021754517,12.89367503,-0.225731102,0.114316257,0.157631188,0.258045866
0.016051339,12.88734085,-0.215119695,0.099706807,0.153771969,0.251728236
0.018093824,12.88130657,-0.205644967,0.092699744,0.161701241,0.264708636
0.021898638,12.8768098,-0.196238623,0.096238594,0.169280013,0.277115259
0.024131049,12.88977794,-0.186229114,0.103183657,0.176668083,0.289209699
0.026071834,12.91598606,-0.175472737,0.111335735,0.193286492,0.316414415
0.031187617,12.91856515,-0.16356051,0.126603645,0.216403036,0.354256728
0.038678024,12.91037707,-0.14959332,0.150549627,0.235630112,0.385731891
0.043843034,12.90143293,-0.133125447,0.174853172,0.242131341,0.396374552
0.042863414,12.89218681,-0.11478973,0.18745539,0.233360863,0.382017079
0.034567768,12.89127816,-0.096206605,0.182242037,0.217674927,0.356338843
0.028919816,12.92214726,-0.078864376,0.166131944,0.209660317,0.343218742
0.026386959,12.95103385,-0.063006936,0.154361026,0.211970875,0.347001178
0.029034159,12.94725885,-0.047722992,0.152722267,0.210839137,0.345148497
0.028669659,12.93992246,-0.032482602,0.15126078,0.196476049,0.321635794
0.028927725,12.93350956,-0.017242791,0.154818867,0.173605845,0.284196746
0.031103073,12.92878729,-0.002936995,0.130422959,0.163699386,0.267979645
0.054409805,12.94388178,0.00838703,0.103838706,0.174625233,0.285865507
0.069407421,12.97615546,0.018584705,0.104332397,0.193510641,0.316781352
0.075486661,13.00491526,0.030047975,0.123497112,0.201143326,0.329276233
0.066741659,13.00402721,0.04212276,0.120320902,0.19599625,0.320850352
0.044768156,12.99808182,0.055928415,0.154388507,0.191402229,0.313329834
0.040643653,12.99253386,0.071249716,0.151796592,0.194351545,0.318157931
0.05437255,13.00780206,0.084693087,0.124356706,0.199081495,0.325900969
0.083070396,13.04413543,0.096834286,0.129649529,0.200757608,0.328644804
0.093738587,13.08498961,0.110063732,0.128112737,0.202751347,0.3319086
0.081591887,13.10840149,0.122020755,0.122466718,0.201749089,0.33026788
0.085504081,13.10222467,0.13476242,0.125326709,0.19958714,0.326728721
0.049166327,13.09516416,0.149000641,0.154698508,0.201455171,0.32978673
0.047686635,13.08681984,0.164542148,0.151040616,0.206269104,0.337667249
0.055489579,13.09433515,0.179269812,0.140478978,0.208265388,0.340935211
0.058609737,13.13244319,0.19269539,0.132233639,0.206276255,0.337678955
0.052891733,13.1762277,0.205893452,0.135974453,0.201154171,0.329293986
0.02737103,13.20229425,0.219994334,0.142607451,0.19049952,0.311852078
0.015087686,13.19822152,0.233773781,0.132586886,0.178141872,0.291622325
0.012372824,13.19258658,0.246236182,0.1192868,0.170599506,0.2792753
0.013096489,13.18708035,0.257489951,0.10995322,0.170727308,0.279484514
0.013975826,13.18111913,0.268443773,0.109019249,0.172953066,0.283128131
0.016241526,13.18378777,0.279373873,0.108265907,0.172954989,0.28313128
0.016465829,13.22170503,0.290226294,0.109067156,0.171647658,0.280991148
0.015493406,13.27185024,0.301143311,0.108920592,0.171050723,0.280013952
0.014188328,13.28654702,0.311968793,0.107906891,0.171247785,0.280336547
0.014406833,13.28051969,0.32275866,0.10798801,0.171522093,0.280785596
0.014386205,13.27439581,0.333574815,0.108255009,0.171619097,0.280944393
0.014350668,13.26811944,0.344410005,0.108461039,0.17344261,0.283929526
0.014916425,13.26658376,0.355320647,0.109849507,0.177224874,0.290121179
0.015300464,13.28341675,0.366475428,0.112902969,0.1784855,0.292184853
0.015620086,13.31227506,0.377899322,0.114755601,0.176488709,0.28891606
0.014183839,13.32475578,0.389342243,0.113917126,0.175711695,0.28764407
0.013146162,13.31772438,0.400674226,0.113128585,0.177193753,0.290070233
0.013571733,13.3103731,0.412021072,0.113795316,0.177212155,0.290100357
0.013186595,13.30502932,0.423426088,0.114171688,0.177623143,0.290773155
0.013738417,13.34479496,0.434873188,0.114689726,0.177761221,0.290999191
0.013469824,13.420969,0.446352296,0.114783693,0.177644939,0.290808835
0.012219046,13.46237036,0.457826979,0.114773821,0.178192025,0.291704428
0.011504628,13.45822833,0.469336387,0.11538654,0.178319779,0.291913564
0.01108603,13.45167886,0.480904575,0.115777155,0.178184006,0.2916913
0.010807803,13.45876493,0.49247969,0.115716905,0.17819097,0.2917027
0.010883484,13.51238518,0.504047413,0.115643264,0.178133549,0.291608701
0.009962813,13.55218374,0.515593677,0.11536769,0.178082704,0.291525466
0.03962893,13.54577638,0.527140875,0.115775399,0.178401112,0.292046707
0.0088776,13.54107822,0.53873214,0.115984897,0.177931761,0.29127837
0.008604388,13.5517197,0.550312132,0.115636257,0.178030547,0.291440084
0.008986336,13.59737525,0.56186931,0.115548712,0.178085298,0.291529712
0.008071582,13.62101322,0.573424,0.115607394,0.178839842,0.292764918
0.007969401,13.61489427,0.58502529,0.116374926,0.180483501,0.295455626
0.008155551,13.61935369,0.596745396,0.117982213,0.185743021,0.304065581
0.009594633,13.65821818,0.608791596,0.122812148,0.196608294,0.321852282
0.011643466,13.69423012,0.621625337,0.132556601,0.204303994,0.334450318
0.049847383,13.68770401,0.635463584,0.14282704,0.203363918,0.332911393
0.008951286,13.69098281,0.649844233,0.144248508,0.201369085,0.329645806
0.045908126,13.72605578,0.664204471,0.143149709,0.204412214,0.334627477
0.047646244,13.75933584,0.678582083,0.145664665,0.210562172,0.344695099
0.050288245,13.80346138,0.693391691,0.152666435,0.221896789,0.363250128
0.056968467,13.82091921,0.709124157,0.166030514,0.238889674,0.39106787
0.065000284,13.81257993,0.726499802,0.186137343,0.251159847,0.411154424
0.067518318,13.80614361,0.745847422,0.202607096,0.252861709,0.413940411
0.066011286,13.8413964,0.766431557,0.209037837,0.256964343,0.420656517
0.066369636,13.90488042,0.787559447,0.216822115,0.274159085,0.448804703
0.076413414,13.9248071,0.809940317,0.238109408,0.290557375,0.475649079
0.080813784,13.91357368,0.834821257,0.26286195,0.297953508,0.487756718
0.079991426,13.90160815,0.861774835,0.277467893,0.301178348,0.493035855
0.078121417,13.89865787,0.889884564,0.28539388,0.302397738,0.495032025
0.075433282,13.914726,0.918587235,0.288689234,0.302378168,0.494999988
0.074400687,13.92154611,0.947498392,0.290204484,0.308917928,0.505705725
0.07811998,13.90664748,0.976807211,0.299530851,0.318167211,0.520847013
0.081787726,13.89029045,1.007317074,0.312033257,0.316694728,0.518436526
0.077577406,13.87965462,1.038682169,0.313483558,0.310567076,0.508405418
0.070998614,13.91962871,1.069786649,0.306921835,0.309299013,0.50632957
0.071387844,13.97182799,1.100264072,0.303029471,0.312467285,0.511516104
0.072966572,13.96387871,1.130636755,0.305971786,0.314244566,0.514425554
0.06956965,13.94968665,1.16142095,0.309545547,0.311683763,0.510233461
0.06767857,13.95624095,1.192323036,0.306835812,0.306122653,0.501129797
0.063395362,13.95185553,1.222665991,0.297362227,0.296688272,0.485685499
0.057918361,13.93768106,1.251839415,0.282743413,0.28356408,0.464200896
0.04986321,13.94191351,1.279329172,0.262169023,0.262803082,0.430214666
0.041061335,13.99118773,1.304389352,0.232652524,0.242541554,0.397046081
0.035621459,14.02169961,1.326395002,0.204063267,0.23570884,0.385860772
0.037792943,14.01369084,1.346137555,0.191551887,0.239657202,0.39232433
0.044868516,14.00705197,1.365271395,0.192544142,0.243682695,0.398914155
0.048812804,14.02958796,1.384702238,0.196617061,0.244774884,0.400702093
0.048859636,14.07189243,1.404460839,0.198421646,0.244190356,0.399745207
0.047860153,14.07360926,1.424305583,0.198566293,0.244263588,0.399865089
0.046406674,14.06604581,1.444184724,0.199029183,0.244245278,0.399835115
0.045698814,14.0893322,1.464095046,0.199079456,0.244179264,0.399727049
0.045554189,14.12385695,1.483981615,0.198596485,0.244015348,0.399458715
0.045155797,14.11868163,1.503826423,0.198403177,0.243684837,0.398917661
0.044982104,14.11185321,1.523672062,0.198529589,0.243954256,0.399358706
0.04429889,14.13916557,1.543536475,0.19869228,0.244225436,0.399802634
0.044319963,14.1619644,1.563398975,0.198752862,0.245465669,0.401832924
0.044122993,14.15313753,1.583328553,0.20000996,0.243542392,0.398684476
0.041095444,14.15864864,1.603282569,0.197132774,0.230452726,0.377256392
0.032235892,14.18857455,1.622469856,0.182323739,0.211635963,0.34645292
0.024062186,14.18891852,1.639795266,0.160940085,0.198443662,0.324856821
0.022792049,14.18084758,1.655133985,0.145082245,0.197288226,0.322965346
0.026785116,14.20170092,1.669358186,0.14023366,0.198459547,0.324882825
0.028730063,14.26485861,1.683338954,0.138580779,0.18924111,0.309792032
0.023602988,14.28197511,1.696888215,0.1299126,0.17650729,0.288946477
0.019388295,14.2751632,1.709414871,0.119617217,0.177729664,0.290947532
0.023344398,14.29479357,1.721239908,0.119301351,0.194674371,0.318686405
0.039265912,14.34607007,1.73475001,0.152972046,0.214971775,0.351913721
0.049485589,14.38355525,1.749943732,0.145878895,0.22606051,0.370066234
0.073649367,14.38013511,1.765714859,0.18169118,0.226205642,0.370303819
0.06484659,14.3946157,1.784143887,0.186122848,0.224554975,0.367601639
0.062725128,14.44392651,1.801380202,0.146599332,0.226321165,0.370492932
0.067134885,14.45976237,1.814887333,0.133013715,0.227122319,0.371804439
0.038157421,14.45319965,1.828676842,0.152284764,0.225111559,0.36851278
-0.000732321,14.47461373,1.844892692,0.169564384,0.220025934,0.360187495
-0.026474208,14.48529158,1.86167624,0.166817577,0.214231543,0.350701944
-0.039216223,14.47680837,1.877975451,0.158237862,0.210009424,0.343790238
-0.040657482,14.48943288,1.893610768,0.155247265,0.211122681,0.345612665
-0.038911485,14.51103476,1.90899798,0.152287217,0.208140605,0.340730939
-0.037171322,14.50420453,1.92407879,0.148651554,0.198011279,0.324149
-0.038878691,14.50205645,1.938638827,0.141633426,0.191662635,0.313756125
-0.038450025,14.53461951,1.952507789,0.135479023,0.19324059,0.316339273
-0.038682983,14.5837078,1.965892339,0.133327152,0.195325738,0.319752708
-0.03427675,14.61075061,1.979171802,0.13190517,0.191571624,0.313607138
-0.034886965,14.60492808,1.99231365,0.129830157,0.17974107,0.29424025
-0.037677926,14.62028638,2.005010615,0.121932132,0.158832183,0.260011923
-0.045723263,14.67117806,2.016505412,0.103798641,0.127998578,0.209536604
-0.043804408,14.68179051,2.02576321,0.07801477,0.097643336,0.159844378
-0.038310476,14.67610302,2.032621416,0.056712654,0.077234051,0.126433911
-0.030617526,14.69569131,2.037594253,0.041895655,0.065884232,0.107853998
-0.021894892,14.73818751,2.04131126,0.031881895,0.061687935,0.100984563
-0.001908295,14.74439302,2.044637532,0.042730394,0.064436992,0.105484832
0.010380268,14.73984748,2.04946532,0.056144499,0.067514802,0.110523278
0.027848922,14.77434601,2.053602167,0.028098449,0.07531698,0.123295622
0.052982138,14.80269067,2.056245282,0.030524276,0.08872333,0.145242124
0.037618687,14.79685725,2.060688102,0.042071787,0.103897208,0.17008211
0.040700043,14.79152972,2.06441554,0.037734715,0.115583913,0.189213514
0.032919057,14.8023098,2.068532623,0.052058685,0.116287134,0.190364703
0.015943639,14.7992271,2.074162762,0.05867694,0.115725498,0.189445292
0.009692752,14.79265124,2.080084823,0.059948107,0.11794942,0.193085903
0.00883478,14.79267727,2.086040853,0.062552939,0.122616834,0.200726566
0.008283467,14.83316805,2.092498087,0.065015962,0.125874398,0.206059273
0.008826541,14.89462378,2.099039143,0.06611789,0.120153598,0.196694192
0.005176591,14.91555723,2.105598068,0.063776352,0.107896368,0.176628826
0.00078868,14.91005867,2.111660214,0.055942742,0.093610446,0.153242445
-0.001273986,14.90859189,2.116847506,0.046597197,0.079974509,0.130920104
-0.002110245,14.93764057,2.121104394,0.037658807,0.06743748,0.1103967
-0.001969343,14.99337099,2.124518516,0.030230328,0.061678281,0.100968759
-0.001204627,15.02853439,2.127327141,0.025887947,0.056199069,0.091999163
-0.000655663,15.02450222,2.129776577,0.022619777,0.044216312,0.072383115
-0.002227395,15.01892645,2.13183484,0.017065372,0.015691215,0.025686878
-0.00491775,15.02461576,2.133143456,0.007777614,-0.013318686,-0.021802994
-0.005734811,15.04054595,2.133503542,-0.001336256,-0.030980045,-0.050715044
-0.004595329,15.05713719,2.133043015,-0.007680123,-0.023293948,-0.038132726
-0.000915493,15.0858332,2.132233531,-0.007544348,-0.016395519,-0.026839841
0.000491253,15.13399359,2.131563251,-0.006196199,-0.027293595,-0.044680241
-0.000854761,15.15016399,2.130879834,-0.008014594,-0.027676942,-0.045307788
-0.000171309,15.14390279,2.130028119,-0.008333752,-0.01014643,-0.016609939
0.001666283,15.13772521,2.129335519,-0.005360071,-0.023189918,-0.037962427
-0.00087205,15.13473723,2.12876318,-0.007579488,-0.052416762,-0.08580744
-0.00603265,15.16133579,2.127617453,-0.017778799,-0.084968448,-0.139095296
-0.009927579,15.21375089,2.125150495,-0.033211682,-0.101328248,-0.165876664
-0.009120022,15.2716396,2.121229318,-0.044970493,-0.10172182,-0.16652095
-0.004666599,15.3363061,2.116511387,-0.048794073,-0.101652182,-0.16640695
-0.001898766,15.40704649,2.111587976,-0.049758853,-0.1046889,-0.171378128
-0.001162826,15.4803927,2.106545115,-0.051417333,-0.108020494,-0.176832023
-1.76E-05,15.5545556,2.101303714,-0.053500296,-0.107249831,-0.17557043
0.002339522,15.62935286,2.095936386,-0.052638068,-0.085866092,-0.140564759
0.008476421,15.70494136,2.091075132,-0.041791835,-0.052123157,-0.085326802
0.012439435,15.77640624,2.087627772,-0.026028468,-0.035292893,-0.057775275
0.009772577,15.84004586,2.085549483,-0.016154485,-0.03991643,-0.065344111
0.004299568,15.90278814,2.084053488,-0.014978357,-0.055799339,-0.091344796
-0.000229259,15.96588215,2.082356022,-0.020244828,-0.071473765,-0.117004191
-0.001784223,16.02868098,2.079992603,-0.027492685,-0.074476691,-0.121920049
0.000928648,16.09307305,2.077046016,-0.030665534,-0.067975904,-0.111278113
0.004078017,16.15894563,2.074026854,-0.029204154,-0.064585264,-0.105727557
0.005353481,16.22397806,2.071200724,-0.02747855,-0.066588466,-0.109006845
0.004575046,16.28914214,2.068460162,-0.02755071,-0.06723073,-0.110058246
0.004953808,16.35376447,2.065688251,-0.027826827,-0.065861828,-0.107817321
0.005186364,16.41978249,2.062918043,-0.027496466,-0.064974441,-0.106364649
0.00594741,16.48492087,2.06019161,-0.026970839,-0.063415974,-0.103813403
0.006036217,16.50606828,2.057528815,-0.026289553,-0.063524998,-0.103991877
0.006204749,16.47615494,2.054909101,-0.026332485,-0.06409141,-0.104919106
0.005788622,16.44583793,2.052266425,-0.026548071,-0.064076107,-0.104894055
0.006022213,16.45560527,2.049606992,-0.026487921,-0.063053519,-0.103220055
0.006059895,16.47678042,2.046983844,-0.025736408,-0.056524048,-0.092531161
0.007271413,16.49546395,2.044515942,-0.022751164,-0.03754622,-0.061464023
0.009168469,16.51391825,2.042538957,-0.015625885,-0.012758994,-0.020886765
0.009253208,16.53255688,2.04137946,-0.007121253,0.00684688,0.011208499
0.007138708,16.55151867,2.040999091,-0.00033559,0.017902156,0.02930624
0.004338219,16.57034951,2.041188941,0.003981864,0.019477574,0.031885235
0.001647462,16.5892603,2.041681866,0.005656117,0.018952653,0.031025927
-4.18E-05,16.60838434,2.042266963,0.005907669,0.016149257,0.026436703
-0.001061578,16.62752666,2.042833311,0.005193796,0.010388333,0.017005939
-0.001650451,16.63873586,2.043285012,0.003608489,0.002220344,0.003634754
-0.001844386,16.62629248,2.043549397,0.001452609,-0.003977112,-0.006510624
-0.00131355,16.60805882,2.043602721,-0.00034378,-0.003747928,-0.006135444
-0.000287959,16.58959991,2.043533554,-0.00088339,-0.002219535,-0.00363343
0.000370664,16.57097736,2.043449973,-0.000756783,-0.002436875,-0.00398922
0.000491447,16.55260479,2.043378154,-0.000713938,-0.003219698,-0.00527072
0.000437475,16.54266302,2.043300456,-0.000884807,-0.004861025,-0.00795761
0.000350138,16.55804459,2.043193563,-0.001320353,-0.00860898,-0.014093098
0.000176281,16.58291599,2.043020063,-0.002271017,-0.01340028,-0.021936566
0.000189553,16.60836113,2.042731964,-0.003541898,-0.015070814,-0.024671267
0.000644386,16.62000331,2.042334561,-0.004327109,-0.015239919,-0.024948096
0.001050208,16.60460363,2.041887376,-0.004671523,-0.016995423,-0.027821897
0.001129538,16.58657608,2.041398922,-0.005219284,-0.020812594,-0.034070694
0.000954325,16.57752545,2.040828344,-0.006395944,-0.027092978,-0.044351826
0.000769017,16.59358029,2.04009807,-0.0084215,-0.034258995,-0.056082759
0.000870581,16.61922954,2.039133176,-0.011024269,-0.039630315,-0.064875734
0.001563876,16.64070024,2.037914206,-0.013283881,-0.040330839,-0.066022507
0.002849142,16.6379817,2.03653033,-0.014273815,-0.040764731,-0.066732799
0.003430055,16.62033296,2.035080994,-0.014800432,-0.044258455,-0.072452104
0.003312,16.60518597,2.033549844,-0.016172579,-0.052733735,-0.086326333
0.002756657,16.61116611,2.031792923,-0.019339039,-0.062055762,-0.101586704
0.002742874,16.6371062,2.029654738,-0.023559559,-0.067208821,-0.11002238
0.004341856,16.64812164,2.027129044,-0.026600312,-0.065461038,-0.107161219
0.006162344,16.6329297,2.024429893,-0.027153179,-0.064038429,-0.104832375
0.007911717,16.62169254,2.021736381,-0.026764198,-0.063687039,-0.104257142
0.007515259,16.63480805,2.019077409,-0.026283621,-0.060220096,-0.098581677
0.007970277,16.65806116,2.016509579,-0.024773127,-0.053875575,-0.088195551
0.008656583,16.66374978,2.014157637,-0.022031092,-0.045583912,-0.074621909
0.00855299,16.64639861,2.01212672,-0.018458732,-0.038637932,-0.06325118
0.007617172,16.62943291,2.010448415,-0.015361251,-0.040487967,-0.066279729
0.005681674,16.63363279,2.008956731,-0.014929865,-0.047055254,-0.077030529
0.00407118,16.66264747,2.007379595,-0.016845371,-0.053711234,-0.087926521
0.003441521,16.69583714,2.005553362,-0.019790467,-0.059262079,-0.097013381
0.004223531,16.67521956,2.003431133,-0.022690981,-0.060925497,-0.099736434
0.005602628,16.64493675,2.001071994,-0.02426172,-0.059219503,-0.096943683
0.006804183,16.62293545,1.998641685,-0.024211838,-0.060260326,-0.098647535
0.006645446,16.61775525,1.996218932,-0.024508955,-0.066854686,-0.109442652
0.005665758,16.61415639,1.993661534,-0.02706863,-0.076207528,-0.124753469
0.005038841,16.63739321,1.990738349,-0.03199786,-0.093878282,-0.153680898
0.003921532,16.69403856,1.987110093,-0.041451283,-0.115017118,-0.188285658
0.004388549,16.74174672,1.982320811,-0.054301779,-0.121417384,-0.19876304
0.009561498,16.74430772,1.976441728,-0.062124229,-0.117636813,-0.192574158
0.015693669,16.73709,1.970152988,-0.063097466,-0.118338818,-0.193723357
0.017920163,16.73011689,1.963842927,-0.06331352,-0.119418602,-0.195490988
0.018586195,16.72310511,1.957483301,-0.06365953,-0.116415782,-0.190575302
0.019725397,16.71532942,1.951178101,-0.062211161,-0.110783269,-0.18135475
0.020418381,16.6982007,1.945104267,-0.058860609,-0.104022155,-0.170286651
0.020589448,16.66750899,1.939446703,-0.054318498,-0.099163713,-0.16233327
0.019005631,16.63675114,1.934225249,-0.050305833,-0.094210575,-0.154224869
0.017890417,16.66078641,1.929373464,-0.046673873,-0.090585334,-0.148290267
0.015949693,16.6784917,1.924862933,-0.043704799,-0.088765852,-0.145311733
0.014519348,16.68232544,1.920588926,-0.042073945,-0.089062101,-0.1457967
0.013469375,16.66544665,1.91640541,-0.041756968,-0.089753564,-0.146928641
0.012613512,16.64684166,1.912220609,-0.042096568,-0.092864268,-0.152020934
0.011952081,16.63192442,1.907945327,-0.043776904,-0.102241809,-0.167372184
0.010298855,16.63318483,1.903348954,-0.048877748,-0.117161632,-0.191796275
0.00918414,16.64483669,1.898038856,-0.058028925,-0.132488482,-0.21688668
0.010494119,16.65583339,1.891649537,-0.069842814,-0.146154974,-0.239259041
0.013507056,16.65585624,1.884050276,-0.081712594,-0.15262329,-0.249847823
0.018099759,16.63899958,1.875413965,-0.089949977,-0.152714337,-0.249996868
0.022977372,16.6196999,1.866242634,-0.092894369,-0.154957391,-0.253668799
0.025088618,16.60013672,1.856858803,-0.095435672,-0.170010597,-0.278311242
0.022164197,16.58000811,1.846860296,-0.106423018,-0.196879838,-0.322296806
0.019207603,16.55946031,1.835112526,-0.129710702,-0.220160651,-0.360408029
0.021140485,16.53794347,1.820710186,-0.156997965,-0.230294709,-0.376997715
0.031476814,16.51532188,1.803958677,-0.175459344,-0.229193017,-0.375194219
0.043990858,16.49237791,1.786043375,-0.181112791,-0.227680845,-0.372718759
0.04980377,16.46981468,1.767929904,-0.181106833,-0.228586239,-0.374200911
0.051422447,16.44709695,1.749802686,-0.181277159,-0.228091195,-0.373390511
0.051798373,16.42399544,1.731690118,-0.181100774,-0.227957467,-0.373171596
0.051278204,16.40114092,1.713594499,-0.180817073,-0.227476396,-0.372384071
0.050859943,16.37837814,1.695538602,-0.180223376,-0.226128722,-0.370177898
0.05097186,16.35527846,1.677571525,-0.178855479,-0.224848208,-0.368081668
0.049612306,16.33242231,1.659772299,-0.17728609,-0.225097723,-0.36849013
0.048225629,16.30966568,1.642082278,-0.176827614,-0.226052753,-0.370053536
0.047822967,16.28694592,1.624374565,-0.177624484,-0.230102794,-0.376683545
0.044611773,16.26384217,1.606449548,-0.182121112,-0.245216271,-0.401424654
0.040772382,16.24064545,1.587557706,-0.196997522,-0.263768444,-0.431794986
0.039822014,16.21622927,1.566694639,-0.220232032,-0.277266785,-0.453892079
0.046212714,16.19036278,1.543456594,-0.242806113,-0.286899611,-0.469661236
0.055449647,16.16310776,1.518186694,-0.260727236,-0.295280277,-0.483380578
0.061011123,16.13506628,1.491323992,-0.276635125,-0.310920002,-0.508983166
0.06409182,16.10506626,1.462571225,-0.298977983,-0.337123709,-0.551879236
0.065693327,16.07142436,1.430874327,-0.335771892,-0.360015567,-0.589353732
0.074661141,16.03404985,1.395066098,-0.378026892,-0.365809336,-0.598838263
0.097390733,15.99441982,1.355707537,-0.404307369,-0.349326319,-0.571855187
0.129552475,15.95526904,1.315347022,-0.397201261,-0.327280243,-0.535765256
0.142142603,15.91803247,1.277178892,-0.366417746,-0.323055543,-0.528849325
0.132853215,15.88313749,1.241808858,-0.344939627,-0.32257847,-0.528068345
0.115780015,15.84838661,1.207813312,-0.336080989,-0.307897759,-0.504035686
0.109882803,15.81546995,1.175013561,-0.317072448,-0.253630723,-0.415199305
0.114032077,15.78736033,1.146125545,-0.255839283,-0.181950887,-0.297857771
0.10777063,15.76425068,1.125036093,-0.171023469,-0.149179377,-0.244210058
0.074759973,15.74362174,1.111311669,-0.114020919,-0.163871227,-0.268260953
0.037808004,15.72354108,1.100792983,-0.103813529,-0.193973762,-0.317539492
0.015799101,15.70363571,1.089496931,-0.123422847,-0.19926542,-0.326202058
0.01475527,15.68331212,1.076247558,-0.137281187,-0.182812247,-0.299267836
0.024262448,15.66319993,1.062763533,-0.130393479,-0.173414682,-0.283883807
0.026169729,15.6435426,1.050349107,-0.119533099,-0.17819722,-0.291712932
0.021697294,15.62399259,1.038547596,-0.118325153,-0.18864731,-0.308819968
0.016164628,15.60380493,1.026358234,-0.126080489,-0.199159345,-0.326028411
0.015471427,15.58363252,1.013155687,-0.137074196,-0.201536653,-0.329920119
0.017856499,15.56336677,0.999048887,-0.143208369,-0.194662546,-0.318667047
0.022683375,15.54332369,0.984835408,-0.140216658,-0.190483463,-0.311825793
0.023927306,15.52326983,0.971101311,-0.135304184,-0.194535781,-0.31845953
0.020244513,15.50302478,0.95757926,-0.136159159,-0.200821778,-0.328749852
0.0178283,15.48283007,0.943694232,-0.141601769,-0.204859848,-0.335360264
0.01771196,15.46228042,0.929227974,-0.146960757,-0.204230067,-0.334329299
0.019653917,15.44181835,0.914412657,-0.148562942,-0.203701623,-0.333464223
0.02070688,15.42143746,0.899565302,-0.148410344,-0.205850289,-0.336981639
0.019468752,15.40049777,0.884665763,-0.150075124,-0.215581305,-0.352911535
0.016625346,15.37956,0.869282516,-0.15834844,-0.22906973,-0.374992396
0.015201822,15.35832882,0.852695541,-0.172662022,-0.235175997,-0.384988495
0.017240062,15.33668646,0.834774848,-0.183794922,-0.235188051,-0.385008227
0.021341544,15.31482485,0.816132546,-0.18798605,-0.240015489,-0.392910855
0.025490132,15.29276381,0.797106138,-0.192928933,-0.252319774,-0.413053251
0.019146986,15.26997989,0.777141852,-0.206441163,-0.265090741,-0.433959617
-0.002187513,15.24461591,0.755565938,-0.224589052,-0.270406497,-0.44266163
0.040407495,15.22261285,0.732502105,-0.235148291,-0.270018138,-0.442025878
0.046453249,15.19787714,0.708708897,-0.239170381,-0.270509955,-0.442830994
0.049257966,15.17314665,0.684704584,-0.240331917,-0.270406345,-0.442661381
0.049161643,15.14834862,0.660664281,-0.240425796,-0.268436701,-0.43943703
0.049590871,15.12372839,0.636739602,-0.237671305,-0.255910936,-0.418932066
0.050240401,15.09979388,0.61363577,-0.22478393,-0.244536506,-0.400311862
0.049012401,15.07709822,0.592096425,-0.209294592,-0.244865778,-0.400850888
0.043138403,15.05455092,0.571604841,-0.203668495,-0.248891202,-0.407440599
0.035410971,15.03197118,0.551138019,-0.205730864,-0.248904473,-0.407462324
0.035413088,15.00970128,0.530460503,-0.207172962,-0.248626629,-0.407007487
0.034425906,14.98715651,0.509724785,-0.207262073,-0.248556868,-0.406893287
0.033300194,14.96432188,0.489016665,-0.207055274,-0.24830468,-0.40648045
0.03311196,14.94169166,0.468318234,-0.20670929,-0.248079071,-0.406111122
0.03263072,14.91908283,0.447668789,-0.206342337,-0.247805407,-0.405663128
0.031419789,14.89644048,0.42706424,-0.205921595,-0.24767618,-0.405451581
0.031145021,14.88313661,0.406487398,-0.205683534,-0.247282483,-0.40480709
0.031533739,14.892102,0.385952182,-0.205236064,-0.24675188,-0.40393848
0.031553712,14.90018316,0.365481376,-0.204152473,-0.240777504,-0.394158291
0.033002443,14.88468248,0.345350688,-0.197853318,-0.225881054,-0.36977246
0.03386685,14.85969253,0.326397796,-0.183212122,-0.21661188,-0.35459861
0.033265684,14.82795087,0.308911568,-0.169572293,-0.208219109,-0.340859451
0.029152284,14.79592697,0.292658832,-0.157597284,-0.196262628,-0.321286419
0.027032411,14.76159101,0.277705958,-0.143860095,-0.186125321,-0.304691415
0.023973885,14.75342962,0.264075955,-0.131357664,-0.177584787,-0.290710364
0.020064112,14.74545726,0.251579698,-0.120480144,-0.16206801,-0.265309046
0.020459713,14.73810901,0.240319438,-0.10664644,-0.147475027,-0.241419998
0.01764548,14.73150388,0.230499722,-0.093051134,-0.149603884,-0.244904985
0.012087003,14.72496814,0.221485953,-0.089757515,-0.157710936,-0.258176416
0.008792962,14.71826562,0.212273182,-0.094175488,-0.161180117,-0.263855545
0.006933682,14.71178717,0.202585973,-0.098521541,-0.163048648,-0.266914372
0.008081849,14.70526593,0.192572023,-0.101289587,-0.168113252,-0.275205245
0.007948415,14.69801878,0.182213489,-0.105487963,-0.174383851,-0.285470359
0.007993149,14.68999571,0.171329318,-0.111172789,-0.17590727,-0.287964231
0.00910869,14.68215548,0.16000914,-0.113993021,-0.166438327,-0.272463354
0.013327318,14.674452,0.148886831,-0.107257016,-0.135194132,-0.221315892
0.018256051,14.66735209,0.13934994,-0.085048219,-0.099106342,-0.162239353
0.019523483,14.66085568,0.132409603,-0.058468655,-0.076152968,-0.124664153
0.0155546,14.65496322,0.127728794,-0.039965499,-0.072964872,-0.119445167
0.008666537,14.64862467,0.124231113,-0.03286156,-0.073509435,-0.12033663
